date,rainfall_mm,source_file,rainfall_norm,place,risk_label,risk_score
2018-01-31,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-01,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-02,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-03,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-04,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-05,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-06,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-07,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-08,13.300959587097168,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0951906465589023,Vellayambalam,Medium,0.5
2018-02-09,1.00095796585083,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.007163530971107829,Vellayambalam,Medium,0.5
2018-02-10,4.0204057693481445,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.02877273794476007,Vellayambalam,Medium,0.5
2018-02-11,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-12,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-13,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-14,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-15,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-16,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-17,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-18,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-19,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-20,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-21,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-22,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-23,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-24,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-25,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-26,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-27,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-02-28,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-01,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-02,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-03,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-04,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-05,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-06,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-07,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-08,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-09,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-10,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-11,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-12,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-13,0.3068656027317047,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.002196137424479856,Vellayambalam,Low,0.2
2018-03-14,17.293989181518555,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.1237674621136631,Vellayambalam,High,0.8
2018-03-15,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-16,5.0813469886779785,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.03636554957370193,Vellayambalam,Medium,0.5
2018-03-17,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-18,8.242341995239258,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.058987763893931906,Vellayambalam,Medium,0.5
2018-03-19,8.120484352111816,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.05811566833109014,Vellayambalam,Medium,0.5
2018-03-20,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-21,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-22,0.3881265223026275,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0027776954258612635,Vellayambalam,Low,0.2
2018-03-23,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-24,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-25,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-26,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-27,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-28,3.3503384590148926,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.02397728389567914,Vellayambalam,Medium,0.5
2018-03-29,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-03-30,0.2791948616504669,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0019981069202114152,Vellayambalam,Low,0.2
2018-03-31,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-01,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-02,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-03,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-04,1.172618389129639,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.008392048851602408,Vellayambalam,Medium,0.5
2018-04-05,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-06,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-07,1.005101442337036,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.007193184486190015,Vellayambalam,Medium,0.5
2018-04-08,9.26827335357666,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.06633002132172879,Vellayambalam,Medium,0.5
2018-04-09,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-10,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-11,0.1838494092226028,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0013157504929455378,Vellayambalam,Low,0.2
2018-04-12,2.64684534072876,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.018942612198431314,Vellayambalam,Medium,0.5
2018-04-13,11.30659008026123,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.08091759192777367,Vellayambalam,Medium,0.5
2018-04-14,28.007686614990234,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.20044191398689026,Vellayambalam,High,0.8
2018-04-15,4.076245307922363,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.029172363381227598,Vellayambalam,Medium,0.5
2018-04-16,1.4789866209030151,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.010584626753719018,Vellayambalam,Medium,0.5
2018-04-17,1.6751692295074463,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.01198864194783957,Vellayambalam,Medium,0.5
2018-04-18,4.602984428405762,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.032942064139909855,Vellayambalam,Medium,0.5
2018-04-19,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-20,1.8426861763000488,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.013187506313251959,Vellayambalam,Medium,0.5
2018-04-21,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-22,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-23,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-24,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-25,0.4902651607990265,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0035086684788543598,Vellayambalam,Low,0.2
2018-04-26,1.9814881086349487,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.014180866649103313,Vellayambalam,Medium,0.5
2018-04-27,0.6700677275657654,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.004795457035078475,Vellayambalam,Low,0.2
2018-04-28,8.315261840820312,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0595096275386098,Vellayambalam,Medium,0.5
2018-04-29,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-04-30,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-05-01,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-05-02,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-05-03,2.0102028846740723,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.014386368972380034,Vellayambalam,Medium,0.5
2018-05-04,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-05-05,6.30980396270752,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.04515721703663461,Vellayambalam,Medium,0.5
2018-05-06,11.669061660766602,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.08351168326995057,Vellayambalam,Medium,0.5
2018-05-07,15.697047233581545,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.11233866740560154,Vellayambalam,High,0.8
2018-05-08,1.7310081720352173,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.012388263118596315,Vellayambalam,Medium,0.5
2018-05-09,3.943448305130005,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.028221978375235126,Vellayambalam,Medium,0.5
2018-05-10,3.5695507526397705,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.02554611506362393,Vellayambalam,Medium,0.5
2018-05-11,5.437562942504883,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.03891487142806442,Vellayambalam,Medium,0.5
2018-05-12,6.06976842880249,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.04343936070304374,Vellayambalam,Medium,0.5
2018-05-13,13.463488578796388,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.09635381375019453,Vellayambalam,Medium,0.5
2018-05-14,7.423501968383789,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.05312759184587202,Vellayambalam,Medium,0.5
2018-05-15,0.8375846147537231,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.005994320973919785,Vellayambalam,Low,0.2
2018-05-16,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-05-17,9.816031455993652,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0702501481054784,Vellayambalam,Medium,0.5
2018-05-18,61.008544921875,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.4366183355947288,Vellayambalam,High,0.8
2018-05-19,5.780326843261719,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.04136792130889752,Vellayambalam,Medium,0.5
2018-05-20,9.325108528137209,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.06673677220148898,Vellayambalam,Medium,0.5
2018-05-21,10.861360549926758,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.07773122882501167,Vellayambalam,Medium,0.5
2018-05-22,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-05-23,5.817639827728272,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.04163495821650974,Vellayambalam,Medium,0.5
2018-05-24,3.334341526031494,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.023862799043388762,Vellayambalam,Medium,0.5
2018-05-25,4.855998992919922,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.03475280717895237,Vellayambalam,Medium,0.5
2018-05-26,7.6945481300354,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.055067381167535276,Vellayambalam,Medium,0.5
2018-05-27,10.54094696044922,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.07543813286085184,Vellayambalam,Medium,0.5
2018-05-28,14.95631980895996,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.10703752187456489,Vellayambalam,Medium,0.5
2018-05-29,17.977802276611328,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.1286612902785475,Vellayambalam,High,0.8
2018-05-30,2.556613683700561,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.018296853543474757,Vellayambalam,Medium,0.5
2018-05-31,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-06-01,1.0326061248779297,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.007390026563434191,Vellayambalam,Medium,0.5
2018-06-02,38.46556091308594,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.27528552279186336,Vellayambalam,High,0.8
2018-06-03,8.377664566040039,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.059956223569655985,Vellayambalam,Medium,0.5
2018-06-04,12.815543174743652,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.09171667899741463,Vellayambalam,Medium,0.5
2018-06-05,1.6137893199920654,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.011549365876497776,Vellayambalam,Medium,0.5
2018-06-06,5.528091430664063,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.039562754406991134,Vellayambalam,Medium,0.5
2018-06-07,10.983262062072754,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0786036383441671,Vellayambalam,Medium,0.5
2018-06-08,22.569822311401367,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.16152488581545374,Vellayambalam,High,0.8
2018-06-09,11.678671836853027,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.08358046017805418,Vellayambalam,Medium,0.5
2018-06-10,29.993696212768555,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.21465513946485465,Vellayambalam,High,0.8
2018-06-11,15.955611228942873,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.11418912591832223,Vellayambalam,High,0.8
2018-06-12,0.7975806593894958,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0057080256618335596,Vellayambalam,Low,0.2
2018-06-13,8.90168285369873,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.06370645221175397,Vellayambalam,Medium,0.5
2018-06-14,5.592687606811523,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.040025048253720386,Vellayambalam,Medium,0.5
2018-06-15,1.784100890159607,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.01276823045348942,Vellayambalam,Medium,0.5
2018-06-16,1.7858521938323977,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.012780763964913336,Vellayambalam,Medium,0.5
2018-06-17,9.620701789855955,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.06885223714348894,Vellayambalam,Medium,0.5
2018-06-18,1.3895344734191897,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.009944446795325055,Vellayambalam,Medium,0.5
2018-06-19,6.999350070953369,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.05009207451411848,Vellayambalam,Medium,0.5
2018-06-20,25.154083251953125,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.18001960179419207,Vellayambalam,High,0.8
2018-06-21,8.15383529663086,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.05835435020598264,Vellayambalam,Medium,0.5
2018-06-22,17.07537078857422,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.12220288129994294,Vellayambalam,High,0.8
2018-06-23,7.783641338348389,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.05570499231489545,Vellayambalam,Medium,0.5
2018-06-24,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-06-25,0.9504453539848328,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.006802028618483017,Vellayambalam,Low,0.2
2018-06-26,7.859978199005127,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.056251310426352674,Vellayambalam,Medium,0.5
2018-06-27,0.2859879732131958,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.002046723012724786,Vellayambalam,Low,0.2
2018-06-28,7.302781581878662,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.05226363525920506,Vellayambalam,Medium,0.5
2018-06-29,2.2852070331573486,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.016354484319929675,Vellayambalam,Medium,0.5
2018-06-30,0.3118009865283966,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.002231458362908928,Vellayambalam,Low,0.2
2018-07-01,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-07-02,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-07-03,2.3452367782592773,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.01678409770320481,Vellayambalam,Medium,0.5
2018-07-04,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-07-05,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-07-06,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-07-07,1.553406000137329,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.011117222073585899,Vellayambalam,Medium,0.5
2018-07-08,1.1657294034957886,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.008342746619509518,Vellayambalam,Medium,0.5
2018-07-09,9.03505516052246,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.06466095448179461,Vellayambalam,Medium,0.5
2018-07-10,10.601269721984863,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.07586984326754811,Vellayambalam,Medium,0.5
2018-07-11,12.083073616027832,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.08647463232985615,Vellayambalam,Medium,0.5
2018-07-12,12.709160804748535,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.09095533493678558,Vellayambalam,Medium,0.5
2018-07-13,6.327507019042969,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.045283912059471514,Vellayambalam,Medium,0.5
2018-07-14,2.4050161838531494,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0172119194879509,Vellayambalam,Medium,0.5
2018-07-15,17.197378158569336,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.1230760484093335,Vellayambalam,High,0.8
2018-07-16,29.89568901062012,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.21395373375958593,Vellayambalam,High,0.8
2018-07-17,8.814872741699219,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.06308518044297871,Vellayambalam,Medium,0.5
2018-07-18,9.128498077392578,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.06532969508016806,Vellayambalam,Medium,0.5
2018-07-19,0.5311204791069031,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.003801056718938118,Vellayambalam,Low,0.2
2018-07-20,5.6082282066345215,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.04013626727783496,Vellayambalam,Medium,0.5
2018-07-21,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-07-22,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-07-23,0.3068656027317047,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.002196137424479856,Vellayambalam,Low,0.2
2018-07-24,0.7353976368904114,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.005263001971782153,Vellayambalam,Low,0.2
2018-07-25,1.0427131652832031,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.007462359368046892,Vellayambalam,Medium,0.5
2018-07-26,0.5928536057472229,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.004242860650490181,Vellayambalam,Low,0.2
2018-07-27,0.4907150268554687,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0035118880240681636,Vellayambalam,Low,0.2
2018-07-28,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-07-29,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-07-30,0.7122068405151367,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.005097032976333154,Vellayambalam,Low,0.2
2018-07-31,100.49723052978516,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.719226029435452,Vellayambalam,High,0.8
2018-08-01,40.89357376098633,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.2926620219332611,Vellayambalam,High,0.8
2018-08-02,0.6137312054634094,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.004392274848959712,Vellayambalam,Low,0.2
2018-08-03,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-08-04,2.9104197025299072,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.02082892827599763,Vellayambalam,Medium,0.5
2018-08-05,0.0,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0,Vellayambalam,Low,0.2
2018-08-06,0.1838494092226028,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.0013157504929455378,Vellayambalam,Low,0.2
2018-08-07,2.627767562866211,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.018806078740243468,Vellayambalam,Medium,0.5
2018-08-08,16.79920196533203,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.12022643075352245,Vellayambalam,High,0.8
2018-08-09,37.469520568847656,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.2681571856410032,Vellayambalam,High,0.8
2018-08-10,13.15201187133789,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.09412467614723732,Vellayambalam,Medium,0.5
2018-08-11,2.0378737449646,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.014584400329790635,Vellayambalam,Medium,0.5
2018-08-12,0.3068656027317047,C:/Users/Lenovo/Desktop/final\trivandrum_rainfall_2018.csv,0.002196137424479856,Vellayambalam,Low,0.2
